job_id,position,study_id,status,participant,iteration,acc,title,Module,accuracy,datetime,response,timestamp,Participant,time_logger,response_time,time_experiment,time_start_button,time_rewardfortouch,time_rewarddetection,time_new_touch_response,correct_new_touch_response,SoundID
251,1,6,pending,099550000003293903,1,100,OMM Background Task 5,Module4,100,Wed Nov 24 12:00:12 2021,10,2021-11-24 11:00:19,NA,1042775754,881,1042770907,1042770909,1042772251,NA,1042770910,1,100
251,1,6,pending,099550000003293903,2,100,OMM Background Task 5,Module4,100,Wed Nov 24 12:00:12 2021,11,2021-11-24 12:48:10,NA,1049246657,2427,1049240276,1049240278,1049243156,NA,1049240278,1,100
252,2,6,pending,099550000003293903,1,100,OMM Background Task 5,Module4,100,Wed Nov 24 11:50:36 2021,10,2021-11-24 10:50:43,NA,1042199805,247,1042195582,1042195584,1042196299,NA,1042195584,1,101
253,3,6,finished,099550000003293903,1,100,OMM Background Task 5,Module4,100,Wed Nov 24 11:57:29 2021,10,2021-11-24 10:57:36,NA,1042612566,66,1042608527,1042608529,1042609060,NA,1042608529,1,102
254,4,6,finished,099550000003293903,1,100,OMM Background Task 5,Module4,100,Wed Nov 24 13:47:51 2021,6,2021-11-24 12:47:58,NA,1049234965,593,1049230407,1049230408,1049231459,NA,1049230408,1,103
255,5,6,finished,099550000003293903,1,0,OMM Background Task 5,Module3,0,Wed Nov 24 11:52:28 2021,9,2021-11-24 10:52:31,NA,608552885,250,608552633,608552634,NA,NA,608552634,0,104
255,5,6,finished,099550000003293903,2,0,OMM Background Task 5,Module3,0,Wed Nov 24 11:52:28 2021,12,2021-11-24 11:01:25,NA,1042841264,36,1042841227,1042841228,NA,NA,1042841228,0,104
256,6,6,finished,099550000003293903,1,100,OMM Background Task 5,Module4,100,Wed Nov 24 11:49:31 2021,11,2021-11-24 10:49:38,NA,1042134537,587,1042129983,1042129984,1042131032,NA,1042129984,1,105
256,6,6,finished,099550000003293903,2,100,OMM Background Task 5,Module4,100,Wed Nov 24 11:49:31 2021,6,2021-11-24 10:51:10,NA,1042226506,391,1042222138,1042222140,1042223000,NA,1042222140,1,105
257,7,6,finished,099550000003293903,1,100,OMM Background Task 5,Module4,100,Wed Nov 24 11:55:01 2021,11,2021-11-24 10:55:08,NA,1042464616,253,1042460393,1042460394,1042461115,NA,1042460394,1,106
258,8,6,finished,099550000003293903,1,0,OMM Background Task 5,Module4,0,Wed Nov 24 10:51:06 2021,None,2021-11-24 09:51:11,NA,1038627861,3001,1038624859,1038624860,NA,NA,1038624860,0,107
258,8,6,finished,099550000003293903,2,100,OMM Background Task 5,Module4,100,Wed Nov 24 10:51:06 2021,11,2021-11-24 10:58:35,NA,1042671352,128,1042667261,1042667263,1042667847,NA,1042667263,1,107
258,8,6,finished,099550000003293903,3,0,OMM Background Task 5,Module4,0,Wed Nov 24 10:51:06 2021,15,2021-11-24 11:01:46,NA,1042862691,533,1042862157,1042862158,1042667847,NA,1042862158,0,107
258,8,6,finished,099550000003293903,4,0,OMM Background Task 5,Module4,0,Wed Nov 24 10:51:06 2021,None,2021-11-24 12:44:51,NA,1049048139,3000,1049045138,1049045139,1042667847,NA,1049045139,0,107
259,9,6,finished,099550000003293903,1,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:50:35 2021,12,2021-11-24 10:50:38,NA,1042194484,291,1042194191,1042194192,NA,NA,1042194192,0,108
259,9,6,finished,099550000003293903,2,100,OMM Background Task 5,Module4,100,Wed Nov 24 11:50:35 2021,10,2021-11-24 10:51:02,NA,1042218863,327,1042214575,1042214576,1042215362,NA,1042214576,1,108
259,9,6,finished,099550000003293903,3,100,OMM Background Task 5,Module4,100,Wed Nov 24 11:50:35 2021,11,2021-11-24 10:52:48,NA,1042324266,225,1042320069,1042320070,1042320761,NA,1042320070,1,108
262,12,6,finished,099550000003293903,1,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:57:40 2021,14,2021-11-24 10:57:43,NA,1042619641,154,1042619485,1042619486,NA,NA,1042619486,0,111
262,12,6,finished,099550000003293903,2,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:57:40 2021,12,2021-11-24 10:57:53,NA,1042629797,356,1042629438,1042629439,NA,NA,1042629439,0,111
262,12,6,finished,099550000003293903,3,100,OMM Background Task 5,Module4,100,Wed Nov 24 11:57:40 2021,7,2021-11-24 12:40:36,NA,1048793159,299,1048788892,1048788893,1048789653,NA,1048788894,1,111
263,13,6,finished,099550000003293903,1,100,OMM Background Task 5,Module4,100,Wed Nov 24 11:50:26 2021,10,2021-11-24 10:50:32,NA,1042188998,314,1042184735,1042184737,1042185493,NA,1042184737,1,112
263,13,6,finished,099550000003293903,2,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:50:26 2021,14,2021-11-24 10:58:09,NA,1042645820,2365,1042643452,1042643453,1042185493,NA,1042643454,0,112
263,13,6,finished,099550000003293903,3,100,OMM Background Task 5,Module4,100,Wed Nov 24 11:50:26 2021,7,2021-11-24 12:44:07,NA,1049003938,2423,1048997540,1048997542,1049000432,NA,1048997542,1,112
264,14,6,finished,099550000003293903,1,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:57:44 2021,13,2021-11-24 10:57:47,NA,1042623596,348,1042623245,1042623247,NA,NA,1042623247,0,113
265,15,6,finished,099550000003293903,1,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:51:20 2021,15,2021-11-24 10:51:23,NA,1042239863,1167,1042238695,1042238696,NA,NA,1042238696,0,114
265,15,6,finished,099550000003293903,2,100,OMM Background Task 5,Module4,100,Wed Nov 24 11:51:20 2021,6,2021-11-24 11:01:52,NA,1042868391,506,1042863917,1042863918,1042864890,NA,1042863918,1,114
266,16,6,finished,099550000003293903,1,0,OMM Background Task 5,Module4,0,Wed Nov 24 12:00:50 2021,15,2021-11-24 11:00:54,NA,1042810916,1767,1042809146,1042809148,NA,NA,1042809148,0,115
267,17,6,finished,099550000003293903,1,0,OMM Background Task 5,Module4,0,Wed Nov 24 12:01:39 2021,14,2021-11-24 11:01:41,NA,1042858140,140,1042857998,1042857999,NA,NA,1042857999,0,116
268,18,6,finished,099550000003293903,1,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:52:39 2021,15,2021-11-24 10:52:41,NA,1042317852,70,1042317780,1042317781,NA,NA,1042317781,0,117
268,18,6,finished,099550000003293903,2,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:52:39 2021,13,2021-11-24 12:40:42,NA,1048798774,119,1048798652,1048798654,NA,NA,1048798654,0,117
268,18,6,finished,099550000003293903,3,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:52:39 2021,8,2021-11-24 12:47:52,NA,1049228904,44,1049228856,1049228858,NA,NA,1049228858,0,117
269,19,6,finished,099550000003293903,1,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:57:52 2021,14,2021-11-24 10:57:55,NA,1042631508,355,1042631150,1042631152,NA,NA,1042631152,0,118
269,19,6,finished,099550000003293903,2,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:57:52 2021,9,2021-11-24 10:59:31,NA,1042727672,159,1042727511,1042727512,NA,NA,1042727513,0,118
270,20,6,finished,099550000003293903,1,0,OMM Background Task 5,Module3,0,Wed Nov 24 11:52:33 2021,None,2021-11-24 10:52:40,NA,608561392,3000,608558391,608558392,NA,NA,608558392,0,119
270,20,6,finished,099550000003293903,2,100,OMM Background Task 5,Module3,100,Wed Nov 24 11:52:33 2021,11,2021-11-24 10:57:25,NA,1042601724,1627,1042596130,1042596132,1042598222,NA,1042596132,1,119
270,20,6,finished,099550000003293903,3,100,OMM Background Task 5,Module3,100,Wed Nov 24 11:52:33 2021,11,2021-11-24 10:59:28,NA,1042724522,895,1042719658,1042719660,1042721020,NA,1042719660,1,119
271,21,6,finished,099550000003293903,1,0,OMM Background Task 5,Module4,0,Wed Nov 24 10:51:02 2021,14,2021-11-24 09:51:05,NA,1038621639,268,1038621369,1038621370,NA,NA,1038621370,0,120
271,21,6,finished,099550000003293903,2,100,OMM Background Task 5,Module4,100,Wed Nov 24 10:51:02 2021,10,2021-11-24 10:59:39,NA,1042735256,1102,1042730184,1042730185,1042731750,NA,1042730185,1,120
271,21,6,finished,099550000003293903,3,100,OMM Background Task 5,Module4,100,Wed Nov 24 10:51:02 2021,10,2021-11-24 11:00:40,NA,1042796445,215,1042792266,1042792268,1042792944,NA,1042792268,1,120
271,21,6,finished,099550000003293903,4,0,OMM Background Task 5,Module4,0,Wed Nov 24 10:51:02 2021,8,2021-11-24 12:43:41,NA,1048977346,523,1048976821,1048976822,1042792944,NA,1048976822,0,120
271,21,6,finished,099550000003293903,5,0,OMM Background Task 5,Module4,0,Wed Nov 24 10:51:02 2021,12,2021-11-24 12:44:46,NA,1049042746,2326,1049040417,1049040419,1042792944,NA,1049040419,0,120
271,21,6,finished,099550000003293903,6,100,OMM Background Task 5,Module4,100,Wed Nov 24 10:51:02 2021,11,2021-11-24 12:45:02,NA,1049058338,697,1049053679,1049053680,1049054833,NA,1049053680,1,120
272,22,6,finished,099550000003293903,1,100,OMM Background Task 5,Module4,100,Wed Nov 24 11:59:10 2021,11,2021-11-24 10:59:16,NA,1042713084,58,1042709052,1042709054,1042709582,NA,1042709054,1,121
273,23,6,finished,099550000003293903,1,0,OMM Background Task 5,Module4,0,Wed Nov 24 12:01:40 2021,12,2021-11-24 11:01:43,NA,1042859455,144,1042859308,1042859311,NA,NA,1042859311,0,122
273,23,6,finished,099550000003293903,2,0,OMM Background Task 5,Module4,0,Wed Nov 24 12:01:40 2021,9,2021-11-24 11:02:15,NA,1042892168,58,1042892109,1042892110,NA,NA,1042892110,0,122
274,24,6,finished,099550000003293903,1,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:52:40 2021,15,2021-11-24 10:52:42,NA,1042318980,79,1042318899,1042318900,NA,NA,1042318900,0,123
274,24,6,finished,099550000003293903,2,100,OMM Background Task 5,Module4,100,Wed Nov 24 11:52:40 2021,11,2021-11-24 12:43:49,NA,1048985766,1816,1048979988,1048979989,1048982264,NA,1048979989,1,123
276,26,6,finished,099550000003293903,1,100,OMM Background Task 5,Module3,100,Wed Nov 24 11:52:18 2021,11,2021-11-24 10:52:27,NA,608548906,2197,608542750,608542751,608545404,NA,608542751,1,125
277,27,6,finished,099550000003293903,1,100,OMM Background Task 5,Module4,100,Wed Nov 24 13:43:19 2021,11,2021-11-24 12:43:26,NA,1048962344,76,1048958311,1048958313,1048958843,NA,1048958313,1,126
278,28,6,finished,099550000003293903,1,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:51:18 2021,12,2021-11-24 10:51:21,NA,1042237465,605,1042236856,1042236858,NA,NA,1042236858,0,127
278,28,6,finished,099550000003293903,2,100,OMM Background Task 5,Module4,100,Wed Nov 24 11:51:18 2021,6,2021-11-24 10:58:00,NA,1042637173,96,1042633118,1042633119,1042633672,NA,1042633119,1,127
279,29,6,finished,099550000003293903,1,100,OMM Background Task 5,Module4,100,Wed Nov 24 11:50:17 2021,10,2021-11-24 10:50:24,NA,1042181096,747,1042176387,1042176388,1042177595,NA,1042176388,1,128
279,29,6,finished,099550000003293903,2,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:50:17 2021,12,2021-11-24 10:51:17,NA,1042233279,262,1042233015,1042233017,1042177595,NA,1042233017,0,128
279,29,6,finished,099550000003293903,3,100,OMM Background Task 5,Module4,100,Wed Nov 24 11:50:17 2021,10,2021-11-24 10:59:07,NA,1042703302,357,1042698988,1042698990,1042699801,NA,1042698990,1,128
280,30,6,finished,099550000003293903,1,100,OMM Background Task 5,Module4,100,Wed Nov 24 12:01:56 2021,7,2021-11-24 11:02:03,NA,1042880092,982,1042875148,1042875149,1042876590,NA,1042875149,1,129
281,31,6,finished,099550000003293903,1,0,OMM Background Task 5,Module4,0,Wed Nov 24 12:01:23 2021,12,2021-11-24 11:01:27,NA,1042843212,847,1042842363,1042842365,NA,NA,1042842365,0,130
281,31,6,finished,099550000003293903,2,0,OMM Background Task 5,Module4,0,Wed Nov 24 12:01:23 2021,None,2021-11-24 12:43:36,NA,1048973038,3000,1048970037,1048970038,NA,NA,1048970038,0,130
283,33,6,finished,099550000003293903,1,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:57:14 2021,13,2021-11-24 10:57:17,NA,1042593509,112,1042593393,1042593395,NA,NA,1042593395,0,132
283,33,6,finished,099550000003293903,2,100,OMM Background Task 5,Module4,100,Wed Nov 24 11:57:14 2021,10,2021-11-24 10:58:41,NA,1042677903,260,1042673674,1042673675,1042674402,NA,1042673675,1,132
283,33,6,finished,099550000003293903,3,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:57:14 2021,14,2021-11-24 11:01:44,NA,1042860736,115,1042860619,1042860621,1042674402,NA,1042860621,0,132
283,33,6,finished,099550000003293903,4,100,OMM Background Task 5,Module4,100,Wed Nov 24 11:57:14 2021,11,2021-11-24 12:47:41,NA,1049218118,1096,1049213048,1049213050,1049214612,NA,1049213050,1,132
284,34,6,finished,099550000003293903,1,100,OMM Background Task 5,Module4,100,Wed Nov 24 11:54:53 2021,7,2021-11-24 10:55:00,NA,1042456242,530,1042451740,1042451741,1042452740,NA,1042451741,1,133
285,35,6,finished,099550000003293903,1,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:58:09 2021,None,2021-11-24 10:58:14,NA,1042651093,3000,1042648091,1042648093,NA,NA,1042648093,0,134
286,36,6,finished,099550000003293903,1,0,OMM Background Task 5,Module4,0,Wed Nov 24 12:01:21 2021,13,2021-11-24 11:01:23,NA,1042840099,119,1042839978,1042839980,NA,NA,1042839980,0,135
286,36,6,finished,099550000003293903,2,100,OMM Background Task 5,Module4,100,Wed Nov 24 12:01:21 2021,11,2021-11-24 12:47:34,NA,1049210929,264,1049206699,1049206701,1049207423,NA,1049206701,1,135
288,38,6,finished,099550000003293903,1,100,OMM Background Task 5,Module4,100,Wed Nov 24 13:47:08 2021,11,2021-11-24 12:47:14,NA,1049190762,23,1049186785,1049186786,1049187260,NA,1049186786,1,137
289,39,6,finished,099550000003293903,1,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:50:54 2021,14,2021-11-24 10:50:57,NA,1042213384,199,1042213182,1042213184,NA,NA,1042213184,0,138
289,39,6,finished,099550000003293903,2,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:50:54 2021,15,2021-11-24 10:51:19,NA,1042235719,925,1042234792,1042234794,NA,NA,1042234794,0,138
290,40,6,finished,099550000003293903,1,100,OMM Background Task 5,Module4,100,Wed Nov 24 13:40:57 2021,11,2021-11-24 12:41:04,NA,1048820968,867,1048816136,1048816138,1048817462,NA,1048816138,1,139
292,42,6,finished,099550000003293903,1,100,OMM Background Task 5,Module4,100,Wed Nov 24 11:49:40 2021,10,2021-11-24 10:49:47,NA,1042143676,241,1042139473,1042139474,1042140170,NA,1042139474,1,141
292,42,6,finished,099550000003293903,2,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:49:40 2021,14,2021-11-24 10:58:20,NA,1042656337,1188,1042655146,1042655147,1042140170,NA,1042655147,0,141
292,42,6,finished,099550000003293903,3,100,OMM Background Task 5,Module4,100,Wed Nov 24 11:49:40 2021,10,2021-11-24 12:40:18,NA,1048775048,607,1048770480,1048770482,1048771546,NA,1048770482,1,141
293,43,6,finished,099550000003293903,1,100,OMM Background Task 5,Module4,100,Wed Nov 24 13:44:33 2021,11,2021-11-24 12:44:39,NA,1049036217,300,1049031956,1049031957,1049032711,NA,1049031957,1,142
293,43,6,finished,099550000003293903,2,100,OMM Background Task 5,Module4,100,Wed Nov 24 13:44:33 2021,11,2021-11-24 12:47:25,NA,1049201619,747,1049196909,1049196910,1049198114,NA,1049196910,1,142
295,45,6,finished,099550000003293903,1,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:50:53 2021,16,2021-11-24 10:50:55,NA,1042212145,368,1042211774,1042211775,NA,NA,1042211775,0,144
295,45,6,finished,099550000003293903,2,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:50:53 2021,12,2021-11-24 11:00:51,NA,1042808080,164,1042807914,1042807916,NA,NA,1042807916,0,144
295,45,6,finished,099550000003293903,3,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:50:53 2021,9,2021-11-24 11:01:56,NA,1042873124,453,1042872669,1042872670,NA,NA,1042872671,0,144
295,45,6,finished,099550000003293903,4,100,OMM Background Task 5,Module4,100,Wed Nov 24 11:50:53 2021,6,2021-11-24 11:02:22,NA,1042898609,500,1042894141,1042894142,1042895107,NA,1042894143,1,144
295,45,6,finished,099550000003293903,5,100,OMM Background Task 5,Module4,100,Wed Nov 24 11:50:53 2021,6,2021-11-24 12:40:28,NA,1048784715,1238,1048779502,1048779503,1048781213,NA,1048779503,1,144
295,45,6,finished,099550000003293903,6,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:50:53 2021,None,2021-11-24 12:40:52,NA,1048808884,3000,1048805882,1048805884,1048781213,NA,1048805884,0,144
296,46,6,finished,099550000003293903,1,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:57:49 2021,12,2021-11-24 10:57:51,NA,1042627840,64,1042627774,1042627776,NA,NA,1042627776,0,145
297,47,6,finished,099550000003293903,1,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:59:09 2021,13,2021-11-24 10:59:11,NA,1042707828,8,1042707819,1042707820,NA,NA,1042707820,0,146
299,49,6,finished,099550000003293903,1,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:57:16 2021,5,2021-11-24 10:57:18,NA,1042595085,247,1042594834,1042594836,NA,NA,1042594836,0,148
299,49,6,finished,099550000003293903,2,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:57:16 2021,14,2021-11-24 10:58:17,NA,1042653536,100,1042653434,1042653436,NA,NA,1042653436,0,148
300,50,6,finished,099550000003293903,1,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:51:12 2021,15,2021-11-24 10:51:15,NA,1042231837,737,1042231096,1042231098,NA,NA,1042231098,0,149
300,50,6,finished,099550000003293903,2,100,OMM Background Task 5,Module4,100,Wed Nov 24 11:51:12 2021,11,2021-11-24 11:01:02,NA,1042818908,1264,1042813674,1042813675,1042815403,NA,1042813675,1,149
300,50,6,finished,099550000003293903,3,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:51:12 2021,14,2021-11-24 12:40:31,NA,1048787797,40,1048787755,1048787757,1042815403,NA,1048787757,0,149
300,50,6,finished,099550000003293903,4,0,OMM Background Task 5,Module4,0,Wed Nov 24 11:51:12 2021,15,2021-11-24 12:40:45,NA,1048801913,1979,1048799933,1048799934,1042815403,NA,1048799934,0,149
